r7ndkqecyMKgxGPqZod2SA	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Internal Medicine)	5.0
gwDIFtb-l3Dbn1SdMvjbWA	Town & Country Village855 El Camino Real, Ste 123Palo Alto, CA 94301	List(Photographers, Event Planning & Services)	5.0
gwDIFtb-l3Dbn1SdMvjbWA	Town & Country Village855 El Camino Real, Ste 123Palo Alto, CA 94301	List(Photographers, Event Planning & Services)	5.0
S506FIQdswKA0anIlQSF_g	Palo Alto, CA 94309	List(Food, Coffee & Tea, Event Planning & Services, Caterers)	5.0
T2F7YtQU0Kyg53vjIkk2fA	795 El Camino RealPalo Alto, CA 94301	List(Dermatologists, Doctors, Health and Medical)	5.0
hpGnFiTQ6YqtS7o9knm97w	900 Welch Road #105Palo Alto, CA 94304	List(Doctors, Health and Medical, Obstetricians and Gynecologists)	5.0
hpGnFiTQ6YqtS7o9knm97w	900 Welch Road #105Palo Alto, CA 94304	List(Doctors, Health and Medical, Obstetricians and Gynecologists)	5.0
T2F7YtQU0Kyg53vjIkk2fA	795 El Camino RealPalo Alto, CA 94301	List(Dermatologists, Doctors, Health and Medical)	5.0
TCjOnOepk9KNXlPMHI9BLA	855 El Camino RealPalo Alto, CA 94301	List(Food, Coffee & Tea, Cafes, Restaurants)	5.0
i1lIq1aEyPHw78NkYbK1WQ	703 Stanford Shopping CtrPalo Alto, CA 94304	List(Skin Care, Shopping, Beauty and Spas)	5.0
i1lIq1aEyPHw78NkYbK1WQ	703 Stanford Shopping CtrPalo Alto, CA 94304	List(Skin Care, Shopping, Beauty and Spas)	5.0
TCjOnOepk9KNXlPMHI9BLA	855 El Camino RealPalo Alto, CA 94301	List(Food, Coffee & Tea, Cafes, Restaurants)	5.0
iyUvPYxXko-YV_VTiOVJrA	Stanford University - Eucalyptus GroveGalvez StPalo Alto, CA 94309	List()	5.0
iyUvPYxXko-YV_VTiOVJrA	Stanford University - Eucalyptus GroveGalvez StPalo Alto, CA 94309	List()	5.0
0Tp0mjr8cYesLzlGF22ETg	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Family Practice)	5.0
LxlPT0fR0hOOJ4dkViFgEw	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Family Practice)	5.0
LxlPT0fR0hOOJ4dkViFgEw	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Family Practice)	5.0
j1HLdo-te4G2yFW-xPAjpw	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
j1HLdo-te4G2yFW-xPAjpw	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
Kit9dm5RPiknxttd8idoVA	Palo Alto Medical Foundation795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical)	5.0
Kit9dm5RPiknxttd8idoVA	Palo Alto Medical Foundation795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical)	5.0
jfPM39QqdisYIRW-IOXbwg	50 Embarcadero RdPalo Alto, CA 94306	List(Middle Schools & High Schools, Education)	5.0
jfPM39QqdisYIRW-IOXbwg	50 Embarcadero RdPalo Alto, CA 94306	List(Middle Schools & High Schools, Education)	5.0
Uv06vhkhXIB3LnX4J_PAYg	855 El Camino RealTown & Country Village, Ste 102Palo Alto, CA 94301	List(Sporting Goods, Fashion, Shopping, Sports Wear)	5.0
l7fY5ehZT537YoIlYCk7_A	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
l7fY5ehZT537YoIlYCk7_A	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Cosmetic Surgeons)	5.0
0Tp0mjr8cYesLzlGF22ETg	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical, Family Practice)	5.0
l_u7rj7wllJ8UbeMfYawXQ	1681 El Camino RealPalo Alto, CA 94306	List(Doctors, Fertility, Health and Medical)	5.0
l_u7rj7wllJ8UbeMfYawXQ	1681 El Camino RealPalo Alto, CA 94306	List(Doctors, Fertility, Health and Medical)	5.0
IGrClkdsMYqMl1FYU4dauA	855 El Camino RealSte 40Palo Alto, CA 94301	List(Men's Clothing, Fashion, Shopping)	5.0
IGrClkdsMYqMl1FYU4dauA	855 El Camino RealSte 40Palo Alto, CA 94301	List(Men's Clothing, Fashion, Shopping)	5.0
Uv06vhkhXIB3LnX4J_PAYg	855 El Camino RealTown & Country Village, Ste 102Palo Alto, CA 94301	List(Sporting Goods, Fashion, Shopping, Sports Wear)	5.0
luKllEtI6dyB2gjMfd6DtQ	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical)	5.0
luKllEtI6dyB2gjMfd6DtQ	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Health and Medical)	5.0
0LP9bCzXRtICAPAm1jO0-Q	855 El Camino RealSte 35Palo Alto, CA 94301	List(Women's Clothing, Fashion, Shopping, Shoe Stores)	5.0
0LP9bCzXRtICAPAm1jO0-Q	855 El Camino RealSte 35Palo Alto, CA 94301	List(Women's Clothing, Fashion, Shopping, Shoe Stores)	5.0
FZWz7rUJx26GBNYCEmOSuA	1515 El Camino RealPalo Alto, CA 94306	List(Health and Medical)	5.0
FZWz7rUJx26GBNYCEmOSuA	1515 El Camino RealPalo Alto, CA 94306	List(Health and Medical)	5.0
FOH6BLFC58c4fJyo2lEldQ	780 Welch RdPalo Alto, CA 94303	List(Arts & Entertainment, Performing Arts, Event Planning & Services, Party & Event Planning)	5.0
FOH6BLFC58c4fJyo2lEldQ	780 Welch RdPalo Alto, CA 94303	List(Arts & Entertainment, Performing Arts, Event Planning & Services, Party & Event Planning)	5.0
VbJT7ROusDmPRRFdDsiKoA	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Orthopedists, Health and Medical)	5.0
VbJT7ROusDmPRRFdDsiKoA	795 El Camino RealPalo Alto, CA 94301	List(Doctors, Orthopedists, Health and Medical)	5.0
E_iQY5KscmCpJfgLpQtqNQ	730 Welch RdPalo Alto, CA 94304	List(Doctors, Health and Medical)	5.0
E_iQY5KscmCpJfgLpQtqNQ	730 Welch RdPalo Alto, CA 94304	List(Doctors, Health and Medical)	5.0
cXwtd3iU3AYkpDKcYC2CQA	900 Welch RoadPalo Alto, CA 94304	List()	5.0
cXwtd3iU3AYkpDKcYC2CQA	900 Welch RoadPalo Alto, CA 94304	List()	5.0
Dwa4R5rh_nmDxgOq3lpUfA	1101 Welch RdSte C12Palo Alto, CA 94304	List(Shopping, Drugstores)	5.0
Dwa4R5rh_nmDxgOq3lpUfA	1101 Welch RdSte C12Palo Alto, CA 94304	List(Shopping, Drugstores)	5.0
zrmO-d-Mw3kv9dWa7Trr9Q	1101 Welch RdSte A1Palo Alto, CA 94304	List(Doctors, Health and Medical, Pediatricians)	5.0
